prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnfchapter,bnftext,databasebuild,intdrug
73384,23977311000001108,21745021,0,Fenofibrate micronised 200mg capsules (DE Pharmaceuticals),Fenofibrate micronised,200mg,Capsule,Oral,02120300,Fibrates,October 2018,1
13502,54565001000027104,54847020,3493,Dindevan 10mg Tablet (Goldshield Pharmaceuticals Ltd),Phenindione,10mg,Tablet,Oral,02080200,Oral Anticoagulants,February 2009,1
2225,39107311000001104,60849020,252789,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free,Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral,05010500,Macrolides,February 2009,1
23244,14765001000027104,49909020,51,Ilotycin 250mg Tablet (Eli Lilly and Company Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral,05010500/13060201,Macrolides/Oral Antibacterials For Acne,February 2009,1
75237,21759811000001104,47089020,0,Amiodarone 200mg tablets (Waymade Healthcare Plc),Amiodarone hydrochloride,200mg,Tablet,Oral,02030201,Supraventricular & Ventricular Arrhythmias,March 2019,1
83117,29955611000001104,52687021,0,Adizem-XL 200mg capsules (Lexon (UK) Ltd),Diltiazem hydrochloride,200mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2021,1
47126,13620311000001108,70451020,1,Erythromycin ethyl succinate 125mg/5ml oral suspension (Pinewood Healthcare),Erythromycin ethyl succinate,25mg/1ml,Oral suspension,Oral,05010500,Macrolides,May 2012,1
31511,32105001000027104,51985020,22788,Warfarin 3mg Tablet (WB Pharmaceuticals Ltd),Warfarin sodium,3mg,Tablet,Oral,02080200,Oral Anticoagulants,February 2009,1
80014,37369811000001104,87763021,1,Erythrocin 500 tablets (CST Pharma Ltd),Erythromycin stearate,500mg,Tablet,Oral,05010500,Macrolides,February 2020,1
34517,746411000001102,62803020,56,Warfarin 1mg tablets (Viatris UK Healthcare Ltd),Warfarin sodium,1mg,Tablet,Oral,02080200,Oral Anticoagulants,February 2009,1
38855,2938011000001101,95561020,192798,Adizem-XL 180mg capsules (Napp Pharmaceuticals Ltd),Diltiazem hydrochloride,180mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
42801,103175001000027100,61483020,31,Bezafibrate xl 400mg Modified-release tablet (Generics (UK) Ltd),Bezafibrate,400mg,Modified-release tablet,Oral,02120300,Fibrates,July 2010,1
63032,23902911000001100,21400021,1,Erythromycin ethyl succinate 250mg/5ml oral suspension (DE Pharmaceuticals),Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral,05010500,Macrolides,April 2015,1
1892,41787011000001104,68918020,1099136,Fluconazole 150mg capsules,Fluconazole,150mg,Capsule,Oral,05020100,Triazole Antifungals,February 2009,1
76071,10307711000001108,05873020,0,Erythromycin ethyl succinate 250mg/5ml oral suspension (Focus Pharmaceuticals Ltd),Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral,05010500,Macrolides,May 2019,1
48870,19871811000001100,39292020,153,Adizem-SR 90mg capsules (DE Pharmaceuticals),Diltiazem hydrochloride,90mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,January 2013,1
18834,469811000001106,82002020,698,Disogram SR 60mg capsules (Ranbaxy (UK) Ltd),Diltiazem hydrochloride,60mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
52814,3700511000001103,02404020,2,Bezafibrate 400mg modified-release tablets (Alliance Healthcare (Distribution) Ltd),Bezafibrate,400mg,Modified-release tablet,Oral,02120300,Fibrates,January 2013,1
32939,108105001000027100,62169020,28,Fusidic acid as fusidate sodium 250mg Tablet,Sodium Fusidate,250mg,Tablet,Oral,05010700,Other Antibacterials,February 2009,1
65504,29955011000001104,52684021,0,Adizem-SR 180mg capsules (Lexon (UK) Ltd),Diltiazem hydrochloride,180mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2016,1
57398,15087711000001100,06207020,0,Fluconazole 200mg capsules (Sigma Pharmaceuticals Plc),Fluconazole,200mg,Capsule,Oral,05020100,Triazole Antifungals,October 2013,1
30242,39023311000001104,90601020,16481,Diltiazem 180mg modified-release capsules,Diltiazem hydrochloride,180mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
54608,8274911000001101,18933020,1,Amiodarone 20mg/5ml oral suspension,Amiodarone hydrochloride,4mg/1ml,Oral suspension,Oral,02030201,Supraventricular & Ventricular Arrhythmias,April 2013,1
34087,22265001000027104,50810020,746,Warfarin 1mg Tablet (Celltech Pharma Europe Ltd),Warfarin sodium,1mg,Tablet,Oral,02080200,Oral Anticoagulants,February 2009,1
29213,888111000001104,83750020,16,Bezagen XL 400mg tablets (Viatris UK Healthcare Ltd),Bezafibrate,400mg,Modified-release tablet,Oral,02120300,Fibrates,February 2009,1
78459,137415001000027100,66086020,1,Fluconazole 2mg/ml Infusion (PLIVA Pharma Ltd),Fluconazole,2mg/ml,Infusion,,05020000/12030200,Antifungals/Oropharyngeal Anti-Infective Drugs,November 2019,1
12639,70315001000027104,56931020,194,Diltiazem HCl 90mg Modified-release tablet (Actavis UK Ltd),Diltiazem hydrochloride,90mg,Modified-release tablet,Oral,02060200,Calcium-Channel Blockers,February 2009,1
43370,41791111000001110,95085020,6,Lopinavir 100mg / Ritonavir 25mg tablets,Lopinavir/Ritonavir,100mg + 25mg,Tablet,Oral,05030151,Protease Inhibitors,September 2010,1
13494,3490711000001103,55044020,1850,Sandimmun 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd),Ciclosporin,100mg/1ml,Oral solution,Oral,08020200/10010302/13050300,Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,February 2009,1
8884,557111000001106,48758020,13918,Cordilox 40mg tablets (IVAX Pharmaceuticals UK Ltd),Verapamil hydrochloride,40mg,Tablet,Oral,02060200,Calcium-Channel Blockers,February 2009,1
3280,6645001000027105,48836020,1320,Daktarin Twin pack (Janssen-Cilag Ltd),Miconazole Nitrate,,Twin Pack,,13100200,"Antifungal Preparations (Topical, For Skin Conditions)",February 2009,1
76167,13922211000001104,02443020,22,Lipantil Micro 200 capsules (DE Pharmaceuticals),Fenofibrate micronised,200mg,Capsule,Oral,02120300,Fibrates,May 2019,1
3572,77535001000027100,57928020,1267,Erythroped 250mg Powder (Abbott Laboratories Ltd),Erythromycin Ethyl Succinate,250mg,Powder,Oral,05010500,Macrolides,February 2009,1
762,330079002,55954020,728559,Colchicine 500microgram tablets,Colchicine,500microgram,Tablet,Oral,10010450,Acute Attacks Of Gout,February 2009,1
2838,41760011000001104,61708020,56165,Ciclosporin 25mg capsules,Ciclosporin,25mg,Capsule,Oral,08020200/10010302/13050300,Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,February 2009,1
24220,90695001000027100,59509020,20,Arpimycin 250mg/5ml Liquid (Rosemont Pharmaceuticals Ltd),Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral,05010500,Macrolides,February 2009,1
34817,133675001000027100,65625020,1,Fluconazole 50mg Capsule (Niche Generics Ltd),Fluconazole,50mg,Capsule,Oral,05020000/12030200,Antifungals/Oropharyngeal Anti-Infective Drugs,February 2009,1
1747,318206008,65397020,196375,Verapamil 120mg tablets,Verapamil hydrochloride,120mg,Tablet,Oral,02060200,Calcium-Channel Blockers,February 2009,1
74882,34734811000001104,78187021,13,Glecaprevir 100mg / Pibrentasvir 40mg tablets,Glecaprevir/Pibrentasvir,100mg + 40mg,Tablet,Oral,05030302,Chronic Hepatitis C,February 2019,1
1686,39023111000001104,57176020,349998,Diltiazem 90mg modified-release capsules,Diltiazem hydrochloride,90mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
40405,590011000001102,54552020,609,Verapamil 120mg tablets (Teva UK Ltd),Verapamil hydrochloride,120mg,Tablet,Oral,02060200,Calcium-Channel Blockers,September 2009,1
34533,8818911000001106,69360020,138,Clarithromycin 250mg tablets (Teva UK Ltd),Clarithromycin,250mg,Tablet,Oral,05010500,Macrolides,February 2009,1
80777,34672011000001104,78182021,12,Brilique 90mg orodispersible tablets (AstraZeneca UK Ltd),Ticagrelor,90mg,Orodispersible tablet,Oral,02090000,Antiplatelet Products,May 2020,1
3342,540111000001108,58870020,489082,Securon SR 240mg tablets (Viatris UK Healthcare Ltd),Verapamil hydrochloride,240mg,Modified-release tablet,Oral,02060200,Calcium-Channel Blockers,February 2009,1
53277,4248211000001104,06175020,3,Fluconazole 50mg capsules (Alliance Healthcare (Distribution) Ltd),Fluconazole,50mg,Capsule,Oral,05020100,Triazole Antifungals,January 2013,1
2528,130211000001109,76293020,135655,Slozem 120mg capsules (Zentiva Pharma UK Ltd),Diltiazem hydrochloride,120mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
85312,38716511000001104,94043021,1,Fostamatinib 100mg tablets,Fostamatinib disodium hexahydrate,100mg,Tablet,Oral,02110000,Antifibrinolytic Products And Haemostatics,December 2021,1
82584,5423411000001103,01869020,62,Tildiem Retard 90mg tablets (Waymade Healthcare Plc),Diltiazem hydrochloride,90mg,Modified-release tablet,Oral,02060200,Calcium-Channel Blockers,January 2021,1
15596,638611000001108,52333020,1155,Sandimmun 50mg capsules (Novartis Pharmaceuticals UK Ltd),Ciclosporin,50mg,Capsule,Oral,08020200/10010302/13050300,Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,February 2009,1
70306,24524011000001108,25462021,0,Diltiazem 180mg modified-release capsules (Mawdsley-Brooks & Company Ltd),Diltiazem hydrochloride,180mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,September 2017,1
40455,39690111000001104,96682020,30,Darunavir 600mg tablets,Darunavir,600mg,Tablet,Oral,05030151,Protease Inhibitors,September 2009,1
49390,10055511000001102,01871020,674,Diltiazem 90mg modified-release tablets (Alliance Healthcare (Distribution) Ltd),Diltiazem hydrochloride,90mg,Modified-release tablet,Oral,02060200,Calcium-Channel Blockers,January 2013,1
36664,215665001000027100,81082020,1,Zemret xl 300mg Capsule (Neo Laboratories Ltd),Diltiazem hydrochloride,300mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
40397,8098711000001109,68386020,47,Itraconazole 100mg capsules (Sandoz Ltd),Itraconazole,100mg,Capsule,Oral,05020100,Triazole Antifungals,September 2009,1
51831,18101811000001104,05897020,14,Clarithromycin 125mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd),Clarithromycin,25mg/1ml,Oral suspension,Oral,05010500,Macrolides,January 2013,1
68671,18342211000001104,08417020,37,Leflunomide 20mg tablets (Alliance Healthcare (Distribution) Ltd),Leflunomide,20mg,Tablet,Oral,10010302,Drugs Affecting The Immune Response In Rheumatic Disease,January 2017,1
33711,32115001000027100,51986020,6646,Warfarin 5mg Tablet (WB Pharmaceuticals Ltd),Warfarin sodium,5mg,Tablet,Oral,02080200,Oral Anticoagulants,February 2009,1
57594,5424211000001104,01906020,4,Tildiem 60mg modified-release tablets (Waymade Healthcare Plc),Diltiazem hydrochloride,60mg,Modified-release tablet,Oral,02060200,Calcium-Channel Blockers,October 2013,1
1626,36139311000001110,61707020,14210,Ciclosporin 100mg/ml oral solution sugar free,Ciclosporin,100mg/1ml,Oral solution,Oral,08020200/10010302/13050300,Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,February 2009,1
31489,233535001000027100,86211020,60,Bi-carzem xl 240mg Capsule (Tillomed Laboratories Ltd),Diltiazem hydrochloride,240mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
82420,20839811000001100,42227020,6,Leflunomide 20mg tablets (Aspire Pharma Ltd),Leflunomide,20mg,Tablet,Oral,10010302,Drugs Affecting The Immune Response In Rheumatic Disease,January 2021,1
43879,16438111000001104,97884020,916,Vera-Til SR 240mg tablets (Accord-UK Ltd),Verapamil hydrochloride,240mg,Modified-release tablet,Oral,02060200,Calcium-Channel Blockers,November 2010,1
41530,408711000001108,56023020,209,Amiodarone 200mg tablets (IVAX Pharmaceuticals UK Ltd),Amiodarone hydrochloride,200mg,Tablet,Oral,02030201,Supraventricular & Ventricular Arrhythmias,March 2010,1
2350,41949411000001104,60856020,169348,Erythromycin stearate 500mg tablets,Erythromycin stearate,500mg,Tablet,Oral,05010500,Macrolides,February 2009,1
88543,30251911000001100,53971021,1,Atazanavir 300mg / Cobicistat 150mg tablets,Cobicistat/Atazanavir sulfate,150mg + 300mg,Tablet,Oral,05030151,Protease Inhibitors,August 2023,1
72268,7529511000001108,90383020,1,Emend 125mg capsules (Merck Sharp & Dohme (UK) Ltd),Aprepitant,125mg,Capsule,Oral,04065700,Products Used Against Nausea And Vertigo - Neurokinin Receptor Antagonist,May 2018,1
34475,45985001000027104,53802020,452,Diltiazem HCl 90mg Modified-release tablet (IVAX Pharmaceuticals UK Ltd),Diltiazem hydrochloride,90mg,Modified-release tablet,Oral,02060200,Calcium-Channel Blockers,February 2009,1
1905,3490411000001109,79478020,12058,Neoral 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd),Ciclosporin,100mg/1ml,Oral solution,Oral,08020200/10010302/13050300,Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,February 2009,1
26389,41772811000001104,78554020,658,Voriconazole 50mg tablets,Voriconazole,50mg,Tablet,Oral,05020100,Triazole Antifungals,February 2009,1
939,103611000001105,60296020,535015,Tildiem Retard 90mg tablets (Sanofi),Diltiazem hydrochloride,90mg,Modified-release tablet,Oral,02060200,Calcium-Channel Blockers,February 2009,1
587,3670711000001108,49569020,12364,Fucidin 250mg tablets (LEO Pharma),Sodium fusidate,250mg,Tablet,Oral,05010700,Other Antibacterials,February 2009,1
58786,7530211000001101,90381020,3,Emend 80mg capsules (Merck Sharp & Dohme (UK) Ltd),Aprepitant,80mg,Capsule,Oral,04065700,Products Used Against Nausea And Vertigo - Neurokinin Receptor Antagonist,February 2014,1
14907,36036611000001104,82847020,8004,Itraconazole 50mg/5ml oral solution sugar free,Itraconazole,10mg/1ml,Oral solution,Oral,05020100,Triazole Antifungals,February 2009,1
71423,10308011000001108,70464020,1,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Focus Pharmaceuticals Ltd),Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral,05010500,Macrolides,January 2018,1
47944,303111000001107,57161020,73,Warfarin 1mg tablets (Accord-UK Ltd),Warfarin sodium,1mg,Tablet,Oral,02080200,Oral Anticoagulants,October 2012,1
36060,33435001000027104,52144020,5,"Vitamin a, c & d with 11 other vitamins & 17 minerals (combination no1) tablets",Biotin/Sodium Molybdate/Ascorbic Acid/Borax/Silica/Vitamin A Acetate/Calcium Pantothenate/Folic Acid/Ferrous Fumarate/Magnesium Oxide/Nicotinic Acid/Potassium Chloride/Potassium Iodide/Pyridoxine Hydrochloride/Riboflavin/Alpha Tocopherol/Vitami,,Tablets,Oral,09060750,-,February 2009,1
21773,96705001000027100,60454020,59,Diltiazem HCl 60mg Tablet (Generics (UK) Ltd),Diltiazem hydrochloride,60mg,Modified-release tablet,Oral,02060200,Calcium-Channel Blockers,February 2009,1
36819,4334711000001108,80348020,70,VFEND 200mg tablets (Pfizer Ltd),Voriconazole,200mg,Tablet,Oral,05020100,Triazole Antifungals,February 2009,1
82406,20505911000001100,41335020,0,Fenofibrate micronised 160mg tablets (Alliance Healthcare (Distribution) Ltd),Fenofibrate micronised,160mg,Tablet,Oral,02120300,Fibrates,January 2021,1
78916,37346411000001104,87822021,0,Neoral 100mg capsules (CST Pharma Ltd),Ciclosporin,100mg,Capsule,Oral,08020200/10010302/13050300,Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,December 2019,1
77256,15164611000001104,96684020,1,Prezista 600mg tablets (Janssen-Cilag Ltd),Darunavir,600mg,Tablet,Oral,05030151,Protease Inhibitors,July 2019,1
18126,36031411000001104,87151020,3502,Nicotinic acid 1g modified-release tablets,Nicotinic acid,1gram,Modified-release tablet,Oral,00000000,Unknown,February 2009,1
9410,298811000001103,79520020,114923,Angitil SR 120 capsules (Ethypharm UK Ltd),Diltiazem hydrochloride,120mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
4372,40335001000027104,53078020,835,Erythroped forte 500mg Sachets (Abbott Laboratories Ltd),Erythromycin Ethyl Succinate,500mg,Sachets,Oral,05010500,Macrolides,February 2009,1
79164,10406211000001108,05864020,0,Erythromycin 250mg gastro-resistant capsules (Arrow Generics Ltd),Erythromycin,250mg,Gastro-resistant capsule,Oral,05010500/13060201,Macrolides/Oral Antibacterials For Acne,December 2019,1
18098,236245001000027100,87159020,359,Nicotinic acid 375mg + 500mg + 750mg Modified-release tablet,Nicotinic Acid,375mg + 500mg + 750mg,Modified-Release Tablet,Oral,02120500,Nicotinic Acid Group,February 2009,1
36978,42032511000001104,90377020,219,Aprepitant 80mg capsules,Aprepitant,80mg,Capsule,Oral,04065700,Products Used Against Nausea And Vertigo - Neurokinin Receptor Antagonist,February 2009,1
45795,9252611000001100,70696020,9,Clarithromycin 125mg/5ml oral suspension (A A H Pharmaceuticals Ltd),Clarithromycin,25mg/1ml,Oral suspension,Oral,05010500,Macrolides,August 2011,1
1309,696511000001104,68923020,262393,Diflucan 150mg capsules (Pfizer Ltd),Fluconazole,150mg,Capsule,Oral,05020100,Triazole Antifungals,February 2009,1
54946,555911000001104,57162020,42,Warfarin 3mg tablets (Accord-UK Ltd),Warfarin sodium,3mg,Tablet,Oral,02080200,Oral Anticoagulants,May 2013,1
40073,37545001000027104,52720020,79,Erythromycin estolate 250mg/5ml suspension,Erythromycin Lactobionate,250mg/5ml,Suspension,Oral,05010500/13060201,Macrolides/Oral Antibacterials For Acne,August 2009,1
53109,17522611000001104,05910020,4,Clarithromycin 500mg tablets (Somex Pharma),Clarithromycin,500mg,Tablet,Oral,05010500,Macrolides,January 2013,1
56125,21890111000001104,47901020,96,Darunavir 800mg tablets,Darunavir,800mg,Tablet,Oral,05030151,Protease Inhibitors,August 2013,1
69128,13017211000001102,33709020,1,Warfarin 500micrograms/5ml oral solution,Warfarin sodium,100microgram/1ml,Oral solution,Oral,02080200,Oral Anticoagulants,April 2017,1
28349,9739611000001100,89867020,51,Clarosip 125mg granules for oral suspension straws (Grunenthal Ltd),Clarithromycin,125mg,Granules,Oral,00000000,Unknown,February 2009,1
75316,10499211000001104,05915020,3,Klaricid XL 500mg tablets (Dowelhurst Ltd),Clarithromycin,500mg,Modified-release tablet,Oral,05010500,Macrolides,March 2019,1
40143,3659711000001104,65390020,1708,Warfarin 500microgram tablets (A A H Pharmaceuticals Ltd),Warfarin sodium,500microgram,Tablet,Oral,02080200,Oral Anticoagulants,August 2009,1
